	BS0F1s_1	BS0F1s_2	BS0F1s_3	BS0F1s_4	BS0F2s_1	BS0F2s_2	BS0F2s_3	BS0F2s_4	BS1F1s_1	BS1F1s_2	BS1F1s_3	BS1F1s_4	BS1F2s_1	BS1F2s_2	BS1F2s_3	BS1F2s_4	DS0F1s_1	DS0F1s_2	DS0F1s_3	DS0F1s_4	DS0F2s_2	DS0F2s_3	DS0F2s_4	DS1F1s_1	DS1F1s_2	DS1F1s_3	DS1F1s_4	DS1F2s_1	DS1F2s_2	DS1F2s_3	DS1F2s_4	TS0F1s_1	TS0F1s_2	TS0F1s_3	TS0F1s_4	TS0F2s_1	TS0F2s_2	TS0F2s_3	TS0F2s_4	TS1F1s_1	TS1F1s_3	TS1F1s_4	TS1F2s_1	TS1F2s_2	TS1F2s_3	TS1F2s_4
BS1F2s_1	0.43197437390797905	0.37874199184624346	0.4119976703552708	0.4202679091438556	0.37483983692486894	0.3954571927781013	0.4103086779266162	0.37431566686080375	0.36552125800815377	0.40594059405940597	0.4617355853232382	0.398136284216657	0.0	0.36814210832847993	0.4067559697146185	0.4069889341875364	0.4120559114735003	0.3944088526499709	0.4227140361094933	0.38532323820617354	0.3885847408270239	0.41485148514851483	0.4203843913803145	0.3965055329062318	0.3633080955154339	0.38439138031450204	0.4170646476412347	0.40064065230052415	0.4633080955154339	0.4188701223063483	0.3931275480489225	0.4256843331391963	0.4411764705882353	0.39330227140361096	0.4263832265579499	0.45917297612114155	0.4504950495049505	0.40168899242865463	0.4052417006406523	0.4832847990681421	0.4602795573675015	0.4389633080955154	0.42417006406523006	0.44047757716948166	0.4467676179382644	0.4403610949330227
BS1F2s_2	0.3836924868957484	0.32166569598136285	0.33587652882935354	0.3509027373325568	0.31986022131624925	0.31654047757716947	0.3706464764123471	0.347582993593477	0.30297029702970296	0.37897495631916134	0.38940011648223644	0.30937682003494466	0.36814210832847993	0.0	0.32673267326732675	0.41770529994175887	0.40413511939429236	0.3425742574257426	0.36919044845661037	0.4073966220151427	0.33587652882935354	0.3452533488642982	0.3435643564356436	0.3753640069889342	0.37012230634828186	0.32906231799650554	0.33616773442050085	0.42516016307513105	0.41054164239953406	0.36033779848573094	0.35183459522422833	0.40442632498543973	0.37332556785090276	0.3419336051252184	0.35195107746068727	0.4127548048922539	0.4347699475829936	0.34571927781013395	0.3839254513686663	0.47955736750145606	0.39487478159580663	0.4075713453698311	0.3696563774024461	0.38130460104834013	0.38782760629004076	0.44140943506115315
BS1F2s_3	0.4354688410017472	0.32393709959231215	0.3021549213744904	0.3101339545719278	0.37489807804309844	0.31718112987769365	0.3877111240535818	0.32195690157251017	0.3343040186371578	0.4481654047757717	0.4104251601630751	0.29073966220151426	0.4067559697146185	0.32673267326732675	0.0	0.40920209668025626	0.4411764705882353	0.3271986022131625	0.3707047175305766	0.4256260920209668	0.3751310425160163	0.3384391380314502	0.310658124635993	0.42609202096680254	0.4019219569015725	0.3225393127548049	0.31723937099592314	0.4405940594059406	0.4351193942923704	0.31852067559697145	0.3295282469423413	0.4280139778683751	0.40046592894583577	0.36849155503785674	0.31927781013395456	0.4697146185206756	0.45742574257425744	0.34606872451951076	0.384507862550961	0.48415841584158414	0.4171811298776937	0.42149097262667445	0.39662201514269074	0.4440885264997088	0.3880023296447292	0.452417006406523
BS1F2s_4	0.4412929528246942	0.3852649970879441	0.40442632498543973	0.42649970879440885	0.40861968549796157	0.42585905649388467	0.4801980198019802	0.4008736167734421	0.3997670355270821	0.4345369831100757	0.5107746068724519	0.40745486313337215	0.4069889341875364	0.41770529994175887	0.40920209668025626	0.0	0.40681421083284797	0.3760629004076878	0.39120559114735004	0.37617938264414674	0.4023296447291788	0.39487478159580663	0.40186371578334307	0.4280139778683751	0.37460687245195107	0.3992428654630169	0.42149097262667445	0.36534653465346534	0.4267909143855562	0.4052417006406523	0.37856726849155503	0.4099009900990099	0.48142108328479905	0.39965055329062316	0.4132207338380897	0.46010483401281305	0.410658124635993	0.41019219569015725	0.4012813046010483	0.4739079790331974	0.46884100174723353	0.4442632498543972	0.4508444962143273	0.4693069306930693	0.46517181129877694	0.41025043680838674
DS0F1s_1	0.3523005241700641	0.40745486313337215	0.4117647058823529	0.4603377984857309	0.3625509609784508	0.42859638905066977	0.4901572510192196	0.4355853232382062	0.3676179382644147	0.3631333721607455	0.5188118811881188	0.44280722189866045	0.4120559114735003	0.40413511939429236	0.4411764705882353	0.40681421083284797	0.0	0.3809551543389633	0.3546884100174723	0.3444962143273151	0.33622597553873035	0.37041351193942923	0.4225393127548049	0.36808386721025044	0.3207338380896913	0.39504950495049507	0.4345369831100757	0.3695398951659872	0.3529994175888177	0.41659871869539894	0.40716365754222483	0.326266744321491	0.4817705299941759	0.3444379732090856	0.43273150844496217	0.37740244612696566	0.41636575422248107	0.4354688410017472	0.4491555037856727	0.4548048922539313	0.4474082702387886	0.4710541642399534	0.4308095515433896	0.437914967967385	0.4538147932440303	0.4479906814210833
DS0F1s_2	0.4052999417588818	0.31135701805474664	0.3177052999417589	0.3310425160163075	0.34839836924868955	0.3293535235876529	0.39970879440885265	0.3207920792079208	0.3246359930110658	0.4218986604542807	0.4172976121141526	0.3227140361094933	0.3944088526499709	0.3425742574257426	0.3271986022131625	0.3760629004076878	0.3809551543389633	0.0	0.3193942923704135	0.35928945835760046	0.31118229470005826	0.3298776936517181	0.2987186953989517	0.3866045428072219	0.34071054164239956	0.3041933605125218	0.3269073966220151	0.3873034362259755	0.3978450786255096	0.3034944670937682	0.326150262085032	0.3700640652300524	0.3750145602795574	0.33453698311007574	0.3353523587652883	0.44490390215492137	0.4175305765870705	0.35853232382061734	0.38846825859056494	0.4768782760629004	0.41485148514851483	0.4376237623762376	0.3875946418171229	0.43832265579499124	0.40652300524170065	0.43739079790331975
DS0F1s_3	0.3771112405358183	0.3811881188118812	0.32941176470588235	0.39598136284216656	0.36668608037274314	0.3866627839254514	0.45136866627839256	0.3672684915550379	0.3438555620267909	0.4076295864880606	0.48241118229470004	0.3648223645894001	0.4227140361094933	0.36919044845661037	0.3707047175305766	0.39120559114735004	0.3546884100174723	0.3193942923704135	0.0	0.3862550960978451	0.3184041933605125	0.30570762958648806	0.34769947582993593	0.39079790331974373	0.3391962725684333	0.3292952824694234	0.3702970297029703	0.39120559114735004	0.3527664531158998	0.3497379149679674	0.3634828188701223	0.33016889924286547	0.4391962725684333	0.3254513686662784	0.3365171811298777	0.4134536983110076	0.410658124635993	0.3944088526499709	0.433080955154339	0.46534653465346537	0.3998252766453116	0.4582993593476995	0.38887594641817125	0.4487478159580664	0.4219569015725102	0.4545136866627839
DS0F1s_4	0.42382061735585325	0.397146185206756	0.41485148514851483	0.4270238788584741	0.3645894001164822	0.41624927198602213	0.45433896330809553	0.41217239370995923	0.39015725101921955	0.4055911473500291	0.4748980780430984	0.42201514269073964	0.38532323820617354	0.4073966220151427	0.4256260920209668	0.37617938264414674	0.3444962143273151	0.35928945835760046	0.3862550960978451	0.0	0.37291788002329646	0.39324403028538146	0.4055911473500291	0.3801980198019802	0.3189866045428072	0.3927781013395457	0.4036691904484566	0.33832265579499127	0.4131624927198602	0.39190448456610366	0.3842748980780431	0.37582993593476993	0.4446709376820035	0.3859638905066977	0.4216074548631334	0.42958648806057076	0.4133954571927781	0.4279557367501456	0.41461852067559696	0.4657542224810716	0.4640069889341875	0.4578334304018637	0.4443214909726267	0.43948747815958067	0.4626674432149097	0.4195690157251019
DS0F2s_2	0.36394874781595804	0.34909726266744323	0.35288293535235876	0.39190448456610366	0.3297029702970297	0.3560861968549796	0.43226557949912636	0.3685497961560862	0.3155503785672685	0.37874199184624346	0.4511939429237041	0.36977285963890505	0.3885847408270239	0.33587652882935354	0.3751310425160163	0.4023296447291788	0.33622597553873035	0.31118229470005826	0.3184041933605125	0.37291788002329646	0.0	0.3333139196272568	0.34536983110075714	0.3470005824111823	0.3302271403610949	0.3170646476412347	0.3801397786837507	0.38782760629004076	0.3714036109493302	0.3574839836924869	0.3645894001164822	0.35218404193360514	0.4076295864880606	0.3149097262667443	0.36948165404775773	0.3991846243447874	0.42376237623762375	0.3972626674432149	0.42865463016889926	0.4751310425160163	0.4161910308677927	0.4654630168899243	0.39935934769947584	0.4321490972626674	0.4302853814793244	0.469889341875364
DS0F2s_3	0.39231217239370997	0.37792661619103085	0.3438555620267909	0.3839254513686663	0.38340128130460105	0.3808386721025044	0.45154338963308094	0.36709376820034945	0.3333139196272568	0.4150844496214327	0.4858474082702388	0.35993011065812464	0.41485148514851483	0.3452533488642982	0.3384391380314502	0.39487478159580663	0.37041351193942923	0.3298776936517181	0.30570762958648806	0.39324403028538146	0.3333139196272568	0.0	0.32516016307513107	0.3889341875364007	0.34606872451951076	0.32061735585323237	0.3472335468841002	0.3914385556202679	0.3771112405358183	0.34472917880023296	0.3354105998835178	0.37932440302853815	0.4514851485148515	0.31916132789749563	0.3298776936517181	0.4069306930693069	0.42475247524752474	0.34630168899242864	0.3918462434478742	0.46493884682585906	0.39231217239370997	0.41118229470005824	0.3859056493884683	0.4361677344205009	0.37973209085614446	0.42527664531159
DS0F2s_4	0.44589400116482236	0.34199184624344786	0.3188118811881188	0.2972626674432149	0.38037274315666864	0.33523587652882936	0.38707047175305764	0.3160745486313337	0.3432149097262667	0.44979615608619683	0.41391962725684334	0.30052417006406523	0.4203843913803145	0.3435643564356436	0.310658124635993	0.40186371578334307	0.4225393127548049	0.2987186953989517	0.34769947582993593	0.4055911473500291	0.34536983110075714	0.32516016307513107	0.0	0.3988934187536401	0.3832847990681421	0.30157251019219566	0.31007571345369833	0.4196272568433314	0.4425160163075131	0.3065230052417006	0.3200349446709377	0.41951077460687247	0.379557367501456	0.3499708794408853	0.31211415259172975	0.46959813628421665	0.45835760046592894	0.3540477577169482	0.38072218986604545	0.5060570762958648	0.4382644146767618	0.4395457192778101	0.40419336051252186	0.4498543972044263	0.4090856144437973	0.45497961560861966
DS1F1s_1	0.39871869539895166	0.4090273733255679	0.4093768200349447	0.433080955154339	0.3609202096680256	0.4064065230052417	0.4443214909726267	0.42440302853814793	0.3673849737914968	0.36569598136284215	0.4755969714618521	0.4305183459522423	0.3965055329062318	0.3753640069889342	0.42609202096680254	0.4280139778683751	0.36808386721025044	0.3866045428072219	0.39079790331974373	0.3801980198019802	0.3470005824111823	0.3889341875364007	0.3988934187536401	0.0	0.34979615608619685	0.37757716948165404	0.39900990099009903	0.3782178217821782	0.4114735002912056	0.40652300524170065	0.3788002329644729	0.40943506115317413	0.4405358182877111	0.3549796156086197	0.428130460104834	0.4032615026208503	0.44892253931275483	0.41910308677926617	0.42382061735585325	0.47431566686080373	0.46359930110658126	0.4629586488060571	0.43191613278974955	0.3954571927781013	0.4305183459522423	0.46144437973209085
DS1F1s_2	0.38037274315666864	0.3804309842748981	0.38351776354106	0.4208503203261503	0.3428072218986605	0.40209668025626094	0.4638905066977286	0.3995923121723937	0.3510774606872452	0.36750145602795575	0.4919044845661037	0.4019219569015725	0.3633080955154339	0.37012230634828186	0.4019219569015725	0.37460687245195107	0.3207338380896913	0.34071054164239956	0.3391962725684333	0.3189866045428072	0.3302271403610949	0.34606872451951076	0.3832847990681421	0.34979615608619685	0.0	0.354397204426325	0.38642981945253346	0.31852067559697145	0.35521258008153755	0.3730343622597554	0.3591147350029121	0.3400116482236459	0.45463016889924285	0.3323820617355853	0.394175888177053	0.38555620267909146	0.39499126383226557	0.3887594641817123	0.39866045428072217	0.4357600465928946	0.42184041933605126	0.4355270821199767	0.4104251601630751	0.4185206755969715	0.4235294117647059	0.41287128712871285
DS1F1s_3	0.4235876528829354	0.3337216074548631	0.326266744321491	0.3340128130460105	0.3535818287711124	0.3264414676761794	0.3886429819452534	0.32708211997670356	0.331974373907979	0.41426907396622015	0.4165404775771695	0.31758881770529995	0.38439138031450204	0.32906231799650554	0.3225393127548049	0.3992428654630169	0.39504950495049507	0.3041933605125218	0.3292952824694234	0.3927781013395457	0.3170646476412347	0.32061735585323237	0.30157251019219566	0.37757716948165404	0.354397204426325	0.0	0.31788002329644727	0.41193942923704135	0.42649970879440885	0.30454280722189864	0.3210250436808387	0.40553290623179966	0.38200349446709375	0.33418753640069887	0.31450203843913804	0.44764123471170647	0.451426907396622	0.361211415259173	0.393185789167152	0.5009318578916715	0.41368666278392546	0.4313919627256843	0.3910308677926616	0.4317996505532906	0.4036691904484566	0.4467093768200349
DS1F1s_4	0.4504950495049505	0.35422248107163656	0.3367501456027956	0.328246942341293	0.37221898660454283	0.33016889924286547	0.37996505532906233	0.3489225393127548	0.35020384391380316	0.44385556202679094	0.3849155503785673	0.31933605125218406	0.4170646476412347	0.33616773442050085	0.31723937099592314	0.42149097262667445	0.4345369831100757	0.3269073966220151	0.3702970297029703	0.4036691904484566	0.3801397786837507	0.3472335468841002	0.31007571345369833	0.39900990099009903	0.38642981945253346	0.31788002329644727	0.0	0.42032615026208503	0.43977868375072804	0.3310425160163075	0.30460104834012813	0.44746651135701804	0.37489807804309844	0.37524752475247525	0.3303436225975539	0.4736167734420501	0.452417006406523	0.3405940594059406	0.3603960396039604	0.5010483401281305	0.4149097262667443	0.39365171811298777	0.3907396622015143	0.4036109493302271	0.389341875364007	0.4417006406523005
DS1F2s_1	0.4232382061735585	0.41869539895165986	0.42440302853814793	0.4633663366336634	0.397146185206756	0.4486895748398369	0.4997670355270821	0.4433313919627257	0.39761211415259173	0.40728013977868377	0.5279557367501456	0.4490972626674432	0.40064065230052415	0.42516016307513105	0.4405940594059406	0.36534653465346534	0.3695398951659872	0.3873034362259755	0.39120559114735004	0.33832265579499127	0.38782760629004076	0.3914385556202679	0.4196272568433314	0.3782178217821782	0.31852067559697145	0.41193942923704135	0.42032615026208503	0.0	0.38573092603377984	0.4147350029120559	0.3778683750728014	0.38532323820617354	0.49347699475829937	0.3875946418171229	0.445602795573675	0.4303436225975539	0.4007571345369831	0.4390215492137449	0.4223645894001165	0.44239953407105415	0.4659871869539895	0.4534653465346535	0.45503785672684915	0.4578916715200932	0.46086196854979616	0.4163075131042516
DS1F2s_2	0.36814210832847993	0.446592894583576	0.39394292370413514	0.48258590564938847	0.39866045428072217	0.4535235876528829	0.5246942341292953	0.44554455445544555	0.3848573092603378	0.4039021549213745	0.5590564938846826	0.4471170646476412	0.4633080955154339	0.41054164239953406	0.4351193942923704	0.4267909143855562	0.3529994175888177	0.3978450786255096	0.3527664531158998	0.4131624927198602	0.3714036109493302	0.3771112405358183	0.4425160163075131	0.4114735002912056	0.35521258008153755	0.42649970879440885	0.43977868375072804	0.38573092603377984	0.0	0.40978450786255094	0.4017472335468841	0.34606872451951076	0.5129877693651718	0.3809551543389633	0.42516016307513105	0.38276062900407687	0.41188118811881186	0.4439138031450204	0.4846825859056494	0.44280722189866045	0.4163075131042516	0.49207920792079207	0.4289458357600466	0.4388468258590565	0.4453698311007571	0.4701223063482819
DS1F2s_3	0.43774024461269656	0.33412929528246943	0.32667443214909725	0.3234711706464764	0.3792079207920792	0.3526499708794409	0.41135701805474667	0.3347699475829936	0.3553290623179965	0.4487478159580664	0.42283051834595226	0.32230634828188703	0.4188701223063483	0.36033779848573094	0.31852067559697145	0.4052417006406523	0.41659871869539894	0.3034944670937682	0.3497379149679674	0.39190448456610366	0.3574839836924869	0.34472917880023296	0.3065230052417006	0.40652300524170065	0.3730343622597554	0.30454280722189864	0.3310425160163075	0.4147350029120559	0.40978450786255094	0.0	0.3287128712871287	0.41951077460687247	0.3856726849155504	0.35311589982527664	0.3288875946418171	0.4762958648806057	0.45433896330809553	0.3801980198019802	0.40413511939429236	0.5054164239953407	0.4246942341292953	0.45230052417006406	0.4110075713453698	0.44863133372160746	0.42516016307513105	0.45678509027373326
DS1F2s_4	0.43372160745486316	0.33890506697728595	0.33680838672102503	0.3401863715783343	0.3672684915550379	0.3496796738497379	0.402970297029703	0.3533488642981945	0.3444379732090856	0.41287128712871285	0.42865463016889926	0.3326732673267327	0.3931275480489225	0.35183459522422833	0.3295282469423413	0.37856726849155503	0.40716365754222483	0.326150262085032	0.3634828188701223	0.3842748980780431	0.3645894001164822	0.3354105998835178	0.3200349446709377	0.3788002329644729	0.3591147350029121	0.3210250436808387	0.30460104834012813	0.3778683750728014	0.4017472335468841	0.3287128712871287	0.0	0.4199184624344787	0.4072218986604543	0.36278392545136867	0.33278974956319163	0.4501456027955737	0.4269656377402446	0.3523587652882935	0.35835760046592896	0.4762376237623762	0.41531741409435063	0.3958066394874782	0.39702970297029705	0.404950495049505	0.3991846243447874	0.41362842166569597
TS0F1s_1	0.3578334304018637	0.4205591147350029	0.39056493884682586	0.4555037856726849	0.36808386721025044	0.43395457192778103	0.5069889341875364	0.41968549796156085	0.37518928363424575	0.3903902154921374	0.5347699475829936	0.4185206755969715	0.4256843331391963	0.40442632498543973	0.4280139778683751	0.4099009900990099	0.326266744321491	0.3700640652300524	0.33016889924286547	0.37582993593476993	0.35218404193360514	0.37932440302853815	0.41951077460687247	0.40943506115317413	0.3400116482236459	0.40553290623179966	0.44746651135701804	0.38532323820617354	0.34606872451951076	0.41951077460687247	0.4199184624344787	0.0	0.48392545136866627	0.3584740827023879	0.40710541642399534	0.35329062317996507	0.38002329644729177	0.4140361094933023	0.45707629586488063	0.4171228887594642	0.4056493884682586	0.4701223063482819	0.40844496214327314	0.4403610949330227	0.4419918462434479	0.4362259755387303
