ID,taxonomy
OTU_15689,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__unidentified; s__unidentified
OTU_1569,k__Bacteria; p__Omnitrophica; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15690,k__Bacteria; p__Saccharibacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15691,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Microvirga; s__unidentified
OTU_15692,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15693,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Kallotenuales; f__Kallotenuaceae; g__Kallotenue; s__unidentified
OTU_15694,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales
OTU_15695,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__unidentified; s__unidentified
OTU_15696,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Kallotenuales; f__AKIW781; g__unidentified; s__unidentified
OTU_15697,k__Bacteria; p__Chloroflexi; c__TK10
OTU_15698,k__Bacteria; p__Parcubacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15699,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_157,k__Bacteria
OTU_1570,k__Bacteria; p__Latescibacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15700,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella; s__unidentified
OTU_15701,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15702,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
OTU_15703,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
OTU_15704,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4; g__Stenotrophobacter; s__unidentified
OTU_15705,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales
OTU_15706,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Craurococcus; s__unidentified
OTU_15707,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__CCM11a; f__unidentified; g__unidentified; s__unidentified
OTU_15708,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales_Incertae_Sedis
OTU_15709,k__Bacteria; p__Chloroflexi
OTU_1571,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15710,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__unidentified
OTU_15711,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas_sp._V3M19
OTU_15712,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__unidentified; g__unidentified; s__unidentified
OTU_15713,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
OTU_15714,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__unidentified; g__unidentified; s__unidentified
OTU_15715,k__Bacteria; p__Chloroflexi; c__KD4-96; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15716,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hirschia; s__unidentified
OTU_15717,k__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Acidobacteria_bacterium_WX27; f__Acidobacteria_bacterium_WX27; g__Acidobacteria_bacterium_WX27; s__Acidobacteria_bacterium_WX27
OTU_15718,k__Bacteria; p__Chloroflexi; c__KD4-96; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15719,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_1572,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__mle1-27; g__unidentified; s__unidentified
OTU_15720,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15721,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_15722,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_15723,k__Bacteria; p__Gracilibacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15724,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella; s__unidentified
OTU_15725,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__unidentified; s__unidentified
OTU_15726,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae
OTU_15727,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_15728,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15729,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__I-10; g__unidentified; s__unidentified
OTU_1573,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Peredibacter; s__unidentified
OTU_15730,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15731,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
OTU_15732,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15733,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__unidentified; g__unidentified; s__unidentified
OTU_15734,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_15735,k__Bacteria; p__Chloroflexi; c__TK10; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15736,k__Bacteria; p__Chloroflexi; c__KD4-96; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15737,k__Bacteria; p__Firmicutes; c__Limnochordia; o__Limnochordales; f__Limnochordaceae; g__unidentified; s__unidentified
OTU_15738,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__unidentified
OTU_15739,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__unidentified; g__unidentified; s__unidentified
OTU_1574,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__unidentified; s__unidentified
OTU_15741,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__E6aD10; f__unidentified; g__unidentified; s__unidentified
OTU_15742,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__unidentified; s__unidentified
OTU_15743,k__Bacteria; p__Chloroflexi; c__KD4-96; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15744,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
OTU_15745,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hirschia; s__unidentified
OTU_15746,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae
OTU_15747,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15749,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__unidentified
OTU_1575,k__Bacteria; p__Acidobacteria; c__Subgroup_22; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15750,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella; s__unidentified
OTU_15751,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__D05-2; g__unidentified; s__unidentified
OTU_15752,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Heliobacteriaceae; g__Hydrogenispora; s__unidentified
OTU_15753,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__bacterium_enrichment_culture_clone_heteroA15_4W
OTU_15754,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__unidentified; s__unidentified
OTU_15755,k__Bacteria; p__Chloroflexi; c__TK10; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15756,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Herpetosiphonales; f__Herpetosiphonaceae; g__Herpetosiphon; s__unidentified
OTU_15757,k__Bacteria; p__Candidatus_Berkelbacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15758,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__unidentified; s__unidentified
OTU_15759,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
OTU_1576,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_15760,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15761,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__unidentified; s__unidentified
OTU_15762,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_15763,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_15765,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__unidentified; s__unidentified
OTU_15766,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__unidentified
OTU_15767,k__Bacteria; p__Chloroflexi; c__KD4-96; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15768,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__unidentified; g__unidentified; s__unidentified
OTU_15769,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__unidentified
OTU_1577,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20
OTU_15770,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Candidatus_Alysiosphaera; s__unidentified
OTU_15772,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4; g__unidentified; s__unidentified
OTU_15773,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1
OTU_15774,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__unidentified
OTU_15775,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__unidentified
OTU_15776,k__Bacteria
OTU_15777,k__Bacteria; p__Chloroflexi; c__Ardenticatenia; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15778,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__MNG7; g__unidentified; s__unidentified
OTU_15779,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_1578,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__H16; s__unidentified
OTU_15780,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales_Incertae_Sedis; g__Candidatus_Odyssella; s__unidentified
OTU_15781,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__Clostridium_sensu_stricto_3; s__unidentified
OTU_15782,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_15783,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__unidentified; g__unidentified; s__unidentified
OTU_15785,k__Bacteria
OTU_15786,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4
OTU_15787,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae
OTU_15788,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella
OTU_15789,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_1579,k__Bacteria; p__Acidobacteria; c__Subgroup_17; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15790,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__unidentified; s__unidentified
OTU_15791,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae
OTU_15792,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__MSB-1E8; g__unidentified; s__unidentified
OTU_15793,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__unidentified; s__unidentified
OTU_15794,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella; s__metagenome
OTU_15795,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella
OTU_15796,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas
OTU_15797,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__MSB-1E8; g__unidentified; s__unidentified
OTU_15798,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__I-10; g__unidentified; s__unidentified
OTU_15799,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__KF-JG30-B3; g__unidentified; s__unidentified
OTU_158,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_1580,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__marine_metagenome; s__marine_metagenome
OTU_15800,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__A0839; g__unidentified; s__unidentified
OTU_15801,k__Bacteria
OTU_15802,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Microvirga; s__unidentified
OTU_15803,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__unidentified; s__unidentified
OTU_15804,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__unidentified; s__unidentified
OTU_15805,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4
OTU_15806,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
OTU_15807,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Candidatus_Alysiosphaera; s__unidentified
OTU_15809,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Rhizomicrobium; s__unidentified
OTU_1581,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_15811,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__unidentified; s__unidentified
OTU_15812,k__Bacteria; p__Acidobacteria; c__Subgroup_6
OTU_15813,k__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__unidentified; g__unidentified; s__unidentified
OTU_15814,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__unidentified; s__unidentified
OTU_15815,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__agricultural_soil_bacterium_SC-I-84; g__agricultural_soil_bacterium_SC-I-84; s__agricultural_soil_bacterium_SC-I-84
OTU_15817,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unidentified
OTU_15818,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Rhizomicrobium; s__unidentified
OTU_15819,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_1582,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
OTU_15820,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
OTU_15821,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
OTU_15822,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
OTU_15823,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15824,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_1; s__unidentified
OTU_15825,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unidentified
OTU_15826,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__unidentified
OTU_15827,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_6; s__unidentified
OTU_15828,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__unidentified
OTU_15829,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__unidentified
OTU_1583,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__unidentified; s__unidentified
OTU_15830,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15831,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_6; s__unidentified
OTU_15832,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Eubacterium_coprostanoligenes_group; s__unidentified
OTU_15833,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__unidentified; s__unidentified
OTU_15834,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__unidentified
OTU_15835,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15836,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tropicimonas; s__unidentified
OTU_15837,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15838,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__unidentified
OTU_15839,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unidentified; s__unidentified
OTU_1584,k__Bacteria; p__Omnitrophica; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15840,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15841,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15842,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unidentified
OTU_15843,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
OTU_15844,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__TM146; g__unidentified; s__unidentified
OTU_15845,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__Clostridium_sensu_stricto_12; s__unidentified
OTU_15846,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__unidentified; s__unidentified
OTU_15847,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Kallotenuales; f__AKIW781; g__unidentified; s__unidentified
OTU_15848,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
OTU_15849,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__unidentified
OTU_1585,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_15851,k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__unidentified; s__unidentified
OTU_15853,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales_Incertae_Sedis; g__Reyranella; s__unidentified
OTU_15854,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU_15855,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
OTU_15856,k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15857,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Meganema; s__unidentified
OTU_15859,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__unidentified
OTU_1586,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_15863,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales
OTU_15865,k__Bacteria; p__Cyanobacteria; c__Cyanobacteria; o__SubsectionIII; f__FamilyI; g__Leptolyngbya; s__unidentified
OTU_15866,k__Bacteria; p__Cyanobacteria; c__ML635J-21
OTU_15868,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__I-10; g__unidentified; s__unidentified
OTU_15869,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__unidentified
OTU_1587,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__unidentified; s__unidentified
OTU_15870,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio_sp._oral_clone_CA006
OTU_15871,k__Bacteria; p__Gracilibacteria
OTU_15872,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__unidentified
OTU_15873,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
OTU_15874,k__Bacteria; p__Chloroflexi; c__Chloroflexia
OTU_15875,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__unidentified
OTU_15876,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Rhizomicrobium; s__unidentified
OTU_15877,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales
OTU_15878,k__Bacteria; p__Proteobacteria
OTU_15879,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Mizugakiibacter; s__unidentified
OTU_1588,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__unidentified; s__unidentified
OTU_15880,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__MNC12; g__unidentified; s__unidentified
OTU_15881,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
OTU_15882,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4; g__Stenotrophobacter; s__Acidobacteria_bacterium_LX219
OTU_15883,k__Bacteria
OTU_15885,k__Bacteria; p__Saccharibacteria; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_15886,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__unidentified; s__unidentified
OTU_15887,k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus
OTU_15888,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__unidentified; s__unidentified
OTU_15889,k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__unidentified; f__unidentified; g__unidentified; s__unidentified
OTU_1589,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__H16; s__unidentified
OTU_15890,k__Bacteria; p__Actinobacteria; c__Thermoleophilia
OTU_15891,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Altererythrobacter; s__unidentified
OTU_15893,k__Bacteria; p__Acidobacteria; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae_Subgroup_4
OTU_15894,k__Bacteria; p__Chloroflexi; c__S085; o__unidentified; f__unidentified; g__unidentified; s__unidentified
