ID,TS0F1s_1,TS0F1s_2,TS0F1s_3,TS0F1s_4,TS0F2s_1,TS0F2s_2,TS0F2s_3,TS0F2s_4,TS1F1s_1,TS1F1s_3,TS1F1s_4,TS1F2s_1,TS1F2s_2,TS1F2s_3,TS1F2s_4
OTU_1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1343,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_1344,0,0,3,0,0,0,0,0,0,1,7,2,0,4,1
OTU_1345,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_1346,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1349,0,0,0,2,0,4,2,0,1,1,3,2,1,3,4
OTU_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1350,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1351,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
OTU_1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1356,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1357,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1358,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
OTU_1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1361,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
OTU_1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1363,8,0,0,2,1,0,0,3,0,0,1,1,4,0,0
OTU_1364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1371,0,0,0,1,1,3,0,0,3,0,3,2,1,1,2
OTU_1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1375,35,0,0,5,1,0,0,0,0,1,1,0,2,1,0
OTU_1376,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
OTU_1377,5,8,318,8,8,3,3,0,2,1,1,1,2,0,0
OTU_1378,1,1,0,2,0,1,0,0,1,2,0,0,0,3,0
OTU_1379,4,0,0,16,1,0,1,0,0,1,0,0,0,0,2
OTU_138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1380,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
OTU_1381,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1383,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_1384,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU_1385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1386,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_1387,0,1,2,7,0,0,8,0,1,0,0,0,0,4,7
OTU_1388,12,14,30,11,7,1,0,0,7,14,29,1,4,0,12
OTU_1389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1390,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1394,0,1,2,6,0,11,13,0,0,1,0,7,0,0,1
OTU_1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1397,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1398,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1399,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
OTU_14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_140,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
OTU_1400,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1
OTU_1401,412,2189,347,139,217,653,841,704,58,454,784,49,350,745,53
OTU_1402,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
OTU_1403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1404,5,1,3,5,3,9,1,5,3,0,0,2,7,2,12
OTU_1405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1406,25,1,0,3,0,2,239,2,5,11,154,2,2,205,646
OTU_1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1409,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU_141,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1414,1,0,0,0,0,0,4,2,0,1,0,0,1,1,0
OTU_1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1418,1,4,46,2,4,5,22,0,1,7,9,0,3,1,3
OTU_1419,16,23,36,31,6,7,12,14,76,103,33,18,3,6,18
OTU_1423,4,318,0,5,0,1,5,0,0,0,1,2,0,7,0
OTU_1424,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
OTU_1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1428,1,13,6,4,0,0,3,2,7,16,32,1,1,2,2
OTU_1429,1,0,3,0,0,3,0,4,5,1,0,0,0,3,0
OTU_1430,1,2,0,0,0,0,3,0,0,0,0,0,1,0,11
OTU_1431,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
OTU_1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1433,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_1434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1435,0,1,27,0,2,1,0,0,0,0,0,0,0,0,0
OTU_1436,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_1437,344,9,34,17,1267,34,11,57,1,0,0,0,13,0,0
OTU_1438,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1440,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1441,3,12,2,8,3,8,10,5,3,2,0,0,4,7,13
OTU_1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1443,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1445,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1450,0,2,5,20,1,1,6,55,1,4,5,29,0,0,33
OTU_1451,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_1452,0,0,4,0,2,0,0,0,1,13,0,14,2,0,0
OTU_1453,0,0,0,0,0,0,0,0,1,2,0,0,9,0,0
OTU_1454,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1456,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0
OTU_1457,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1458,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
OTU_1459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU_146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_1460,0,1,0,0,0,2,1,0,5,3,3,0,0,0,0
OTU_1461,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
OTU_1462,4,3,8,2,2,16,8,0,89,4,28,120,0,10,2
OTU_1463,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1465,1,0,0,0,1,0,0,7,16,4,0,0,0,6,0
OTU_1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1471,4,0,0,2,1,5,14,5,1,0,0,0,0,1,0
OTU_1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1473,0,0,0,0,2,0,0,0,0,15,0,0,0,2,0
OTU_1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1476,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
OTU_1477,2,1,0,0,0,0,0,1,0,0,1,0,1,0,2
OTU_1478,0,0,0,0,0,3,0,0,4,3,1,3,0,0,0
OTU_1479,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
OTU_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1480,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0
OTU_1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1485,0,2,0,2,1,2,1,0,1,1,0,74,1,1,2
OTU_1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1488,0,0,0,0,0,1,0,2,1,1,0,2,0,0,9
OTU_1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_149,2,3,1,1,1,0,0,6,0,0,2,0,9,0,2
OTU_1490,0,0,0,0,0,1,0,6,2,5,0,1,0,0,1
OTU_1491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1492,0,0,0,20,0,1,4,0,1,1,2,0,0,1,1
OTU_1493,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1494,52,53,236,492,30,44,234,55,56,92,86,82,11,72,29
OTU_1495,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
OTU_1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15,558,953,908,738,603,948,762,1783,284,1043,459,885,491,909,357
OTU_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1500,0,4,1,0,2,0,0,0,0,14,0,0,1,0,0
OTU_1501,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
OTU_1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1503,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0
OTU_1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1505,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
OTU_1506,3,8,18,43,8,6,12,1,7,8,43,7,161,6,46
OTU_1507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_151,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0
OTU_1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1513,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU_1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1516,295,212,192,62,136,44,58,33,178,200,144,102,141,276,39
OTU_1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1518,0,3,0,8,0,4,4,2,0,5,3,7,0,0,1
OTU_1519,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1523,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU_1524,0,5,1,0,1,1,0,3,1,0,0,0,1,0,0
OTU_1525,0,0,0,0,0,0,0,0,3,3,4,1,0,27,4
OTU_1526,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_1527,2,2,0,1,3,0,0,2,1,3,4,2,6,2,0
OTU_1528,0,0,1,0,5,0,0,0,0,0,0,2,0,4,0
OTU_1529,0,1,0,1,0,1,1,0,0,0,3,0,0,0,0
OTU_153,0,0,4,0,0,1,1,0,1,1,3,1,1,1,0
OTU_1530,0,0,2,0,4,0,1,0,0,8,0,4,0,0,0
OTU_1531,0,0,0,1,1,1,0,0,0,1,0,2,0,0,2
OTU_1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
OTU_1534,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
OTU_1535,0,0,0,1,0,0,1,18,0,0,1,0,0,0,0
OTU_1536,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU_1537,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_154,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0
OTU_1540,0,0,0,3,0,14,2,0,0,31,2,0,0,0,0
OTU_1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1542,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1552,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
OTU_1553,1,20,3,1,0,7,0,0,2,4,0,8,0,5,3
OTU_1554,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0
OTU_1555,0,1,0,0,0,0,1,5,8,1,1,3,0,1,0
OTU_1556,0,2,2,0,0,1,0,0,0,0,0,4,0,0,0
OTU_1557,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
OTU_1558,2,2,3,1,0,2,5,0,26,1,0,2,0,0,3
OTU_1559,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU_156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1564,3,5,0,0,3,4,4,6,10,2,13,3,1,1,9
OTU_1565,6,15,31,91,16,38,233,23,2,11,1,4,2,13,62
OTU_1566,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_1567,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1569,9,1,18,1,15,7,1,0,17,2,0,1,6,4,47
OTU_1571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1573,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_1574,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
OTU_1575,5,30,0,5,7,0,0,0,3,0,1,1,2,5,0
OTU_1576,0,1,0,0,0,0,0,38,0,0,25,12,1,0,4
OTU_1577,9,1,0,0,0,0,6,42,0,0,0,2,0,0,0
OTU_1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1581,0,5,1,10,0,0,3,1,2,3,43,9,0,1,4
OTU_1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1583,1,0,0,0,0,0,13,5,0,0,0,0,0,1,0
OTU_1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1585,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1586,0,0,10,0,1,0,0,0,1,0,0,2,0,0,0
OTU_1587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1588,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
OTU_1589,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1
OTU_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1590,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3
OTU_1591,2,0,0,6,0,4,0,0,0,2,0,1,0,0,0
OTU_1592,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_1593,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1594,0,0,2,2,0,0,13,0,0,0,0,1,0,0,0
OTU_1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1599,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_16,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0
OTU_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1602,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1604,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1612,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_1613,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_1614,4,0,4,2,6,0,0,0,0,0,0,1,2,0,2
OTU_1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1616,1,0,0,2,0,0,0,0,4,0,4,3,0,0,0
OTU_1617,1,0,1,1,0,1,3,0,8,6,10,2,212,7,10
OTU_1618,1,0,24,1,0,0,2,0,0,0,0,0,0,1,0
OTU_1619,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0
OTU_162,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
OTU_1620,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1621,1,0,0,0,0,1,0,0,0,5,0,0,0,1,0
OTU_1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1623,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1
OTU_1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1625,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_1626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_1628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1631,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU_1632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OTU_1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1636,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OTU_1637,7,68,11,53,0,27,78,98,30,144,1,6,30,48,13
OTU_1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1641,4,1,0,0,1,0,4,2,0,1,0,0,0,5,0
OTU_1642,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0
OTU_1644,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
OTU_1645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1646,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0
OTU_1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1648,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
OTU_1649,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1651,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
OTU_1652,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0
OTU_1653,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1654,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_1655,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
OTU_1656,0,1,0,2,0,2,0,3,0,0,0,0,0,0,0
OTU_1657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1660,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
OTU_1661,1,7,0,0,2,2,0,3,0,0,1,1,0,0,0
OTU_1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1668,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
OTU_1669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1672,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1674,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_1675,2,1,0,28,1,1,1,4,5,1,0,2,1,0,0
OTU_1676,28,2,1,0,4,7,1,9,18,3,2,2,15,0,26
OTU_1677,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2
OTU_1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1679,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1681,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
OTU_1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1685,15,30,176,80,23,12,17,100,27,55,66,76,16,119,20
OTU_1686,59,93,13,39,33,27,58,40,21,61,52,36,15,65,25
OTU_1687,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OTU_1688,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0
OTU_1689,0,4,3,1,1,2,0,11,0,0,1,28,4,0,1
OTU_169,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
OTU_1690,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1692,1,0,1,0,0,2,1,0,1,0,1,9,0,0,0
OTU_1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1697,0,1,0,0,0,0,6,0,15,30,0,0,4,0,1
OTU_1698,1,0,2,9,1,3,1,1,0,4,0,3,0,2,7
OTU_1699,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
OTU_17,833,75,271,156,287,560,367,282,351,284,186,239,326,163,1406
OTU_1700,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
OTU_1701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1704,33,123,125,600,21,83,132,39,133,134,165,266,42,41,11
OTU_1705,33,81,37,279,92,193,61,104,85,64,84,131,1179,104,60
OTU_1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1707,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1708,115,192,13,8,2,95,6,6,137,8,13,24,27,29,8
OTU_1709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1714,3,4,0,6,1,2,4,9,1,11,5,3,1,0,0
