ID,TS0F1s_1,TS0F1s_2,TS0F1s_3,TS0F1s_4,TS0F2s_1,TS0F2s_2,TS0F2s_3,TS0F2s_4,TS1F1s_1,TS1F1s_3,TS1F1s_4,TS1F2s_1,TS1F2s_2,TS1F2s_3,TS1F2s_4
OTU_1715,5,10,7,195,2,2,11,0,6,3,9,8,1,5,1
OTU_1716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1717,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_1718,3,2,13,20,0,5,2,0,11,5,18,3,5,0,1
OTU_1719,0,2,7,4,4,4,19,4,7,19,3,3,0,7,3
OTU_172,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0
OTU_1720,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_1721,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
OTU_1722,4,5,1,1,3,0,0,0,3,0,3,0,0,0,0
OTU_1723,172,712,53,107,138,609,931,353,76,227,220,742,1955,316,2411
OTU_1724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
OTU_1725,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0
OTU_1726,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
OTU_1727,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1729,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_173,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
OTU_1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1731,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1733,223,158,131,65,69,11,13,16,97,147,20,17,2,9,4
OTU_1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1735,8,9,10,6,0,3,7,18,3,5,4,8,2,4,8
OTU_1736,0,1,0,0,0,2,0,1,24,31,16,12,9,32,78
OTU_1737,36,22,27,14,1,2,4,1,6,7,4,0,0,0,0
OTU_1738,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1743,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
OTU_1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1746,2,1,10,9,5,3,15,6,5,2,3,1,1,4,6
OTU_1747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1748,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0
OTU_1749,3,8,6,7,2,8,3,7,1,8,0,15,1,0,1
OTU_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1751,0,0,0,0,0,0,0,0,0,1,0,3,21,0,0
OTU_1752,1,0,0,1,0,2,0,0,1,1,4,2,0,0,0
OTU_1753,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
OTU_1754,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
OTU_1755,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1756,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0
OTU_1757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1758,1,3,6,1,0,0,1,1,0,0,1,2,1,1,0
OTU_1759,162,98,52,18,75,320,115,185,206,57,739,24,293,74,802
OTU_176,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0
OTU_1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1761,0,7,0,3,0,0,5,6,0,1,0,2,0,2,0
OTU_1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1763,0,0,3,0,0,0,2,2,1,2,4,1,2,1,1
OTU_1764,30,138,703,260,37,239,418,53,58,102,159,447,28,367,183
OTU_1765,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_1766,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1768,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
OTU_1769,0,0,0,0,0,0,10,1,24,0,1,4,0,0,0
OTU_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1771,0,2,0,0,0,0,2,1,3,0,2,1,10,0,2
OTU_1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1778,2,1,1,0,0,0,16,11,0,0,0,0,0,0,1
OTU_178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1783,5,42,8,24,10,3,2,4,3,13,0,34,6,14,1
OTU_1784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1786,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0
OTU_1787,1,2,9,0,2,3,0,0,0,0,0,3,0,0,0
OTU_1788,1,1,0,0,0,0,0,4,2,2,1,2,50,1,1
OTU_1789,79,205,320,180,185,242,214,387,63,299,169,208,61,809,123
OTU_179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1790,22,0,0,0,6,1,0,0,0,0,17,0,1,1,1
OTU_1791,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
OTU_1792,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
OTU_1793,26,58,46,20,29,8,33,61,36,35,12,28,128,254,650
OTU_1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OTU_1799,2,0,1,0,0,1,0,0,0,0,0,0,2,1,0
OTU_18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1805,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_181,0,0,0,0,0,0,0,0,2,7,0,4,0,6,2
OTU_1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1811,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
OTU_1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1816,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_1817,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
OTU_1818,1,0,0,3,0,1,0,4,0,0,0,0,0,0,0
OTU_1819,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
OTU_182,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2
OTU_1820,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU_1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1822,2,5,9,5,2,8,5,7,4,7,5,3,1,8,4
OTU_1823,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
OTU_1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1828,16,34,48,54,11,62,37,53,6,50,31,78,12,86,36
OTU_1829,22,8,2,16,12,8,8,14,5,4,12,14,4,9,2
OTU_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1830,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0
OTU_1832,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_1833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU_1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1838,4,0,2,2,2,1,1,10,0,0,3,2,0,3,0
OTU_1839,4,2,10,5,4,8,4,1,0,5,3,0,0,0,16
OTU_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1840,153,25,11,5,40,30,13,0,55,11,3,31,18,1,13
OTU_1841,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_1842,323,715,441,916,257,304,406,1139,284,493,395,300,92,513,191
OTU_1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1844,0,1,6,2,2,0,1,6,4,3,2,2,3,8,2
OTU_1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1848,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_185,0,0,0,0,1,1,6,0,0,2,0,0,0,1,1
OTU_1850,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_1851,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0
OTU_1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1853,0,0,0,1,0,0,0,12,0,0,1,0,0,0,2
OTU_1854,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0
OTU_1855,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0
OTU_1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1858,15,7,47,9,22,12,35,3,2,5,5,4,1,2,2
OTU_1859,184,27,10,5,15,13,5,9,26,12,2,4,34,25,4
OTU_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1860,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1865,16,49,21,29,23,53,70,54,20,12,40,22,55,24,70
OTU_1866,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1867,10,14,20,16,9,23,15,45,5,14,13,16,7,16,8
OTU_1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_187,0,3,1,2,1,0,5,8,1,1,6,6,0,5,5
OTU_1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1871,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_1873,0,0,0,1,4,0,0,0,0,2,5,0,0,49,0
OTU_1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1875,1,1,1,1,2,1,0,0,0,3,1,1,5,3,1
OTU_1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1877,0,0,3,0,9,0,0,0,8,4,13,10,9,44,18
OTU_1878,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_188,0,9,0,0,0,6,0,0,0,0,0,0,0,1,5
OTU_1880,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1883,0,1,0,0,0,4,0,3,1,0,11,0,0,0,4
OTU_1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1885,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
OTU_1886,0,0,0,1,0,0,0,0,0,0,0,1,3,6,3
OTU_1887,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU_1888,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU_1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1890,3,4,3,1,0,2,1,5,3,5,3,6,1,0,4
OTU_1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1893,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1
OTU_1894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1898,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_19,1918,922,350,452,657,650,839,643,1172,995,610,897,197,1019,264
OTU_190,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
OTU_1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1901,44,76,89,186,78,67,87,87,59,134,47,195,27,78,49
OTU_1902,0,54,0,6,0,5,2,11,0,0,2,0,0,6,0
OTU_1903,1,0,1,0,12,3,0,6,1,0,0,3,0,0,2
OTU_1904,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU_1905,0,0,2,0,0,0,1,0,3,1,17,0,0,11,1
OTU_1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU_1908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1909,29,75,154,151,17,35,275,195,28,79,69,53,44,123,54
OTU_191,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0
OTU_1910,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1912,1,0,4,3,2,2,7,3,0,0,0,0,1,1,0
OTU_1913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OTU_1914,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
OTU_1915,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0
OTU_1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1917,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
OTU_1918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1920,5,58,20,169,5,8,12,8,13,10,0,5,23,24,2
OTU_1921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1924,2,107,5,58,1,13,2,5,0,0,0,0,0,0,0
OTU_1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU_1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1930,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0
OTU_1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1933,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU_1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1935,117,469,98,196,92,297,1021,553,56,155,247,403,1165,181,1066
OTU_1936,0,0,2,0,5,0,1,0,0,0,0,0,1,0,0
OTU_1937,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
OTU_1938,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
OTU_1940,6,10,13,15,9,25,10,25,2,34,18,12,3,46,8
OTU_1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1943,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0
OTU_1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1950,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU_1951,0,0,0,0,0,7,0,0,0,1,0,0,3,0,2
OTU_1952,0,3,1,3,1,7,0,3,0,0,0,2,0,1,0
OTU_1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1954,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
OTU_1955,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU_1956,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1957,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU_1958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1959,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
OTU_1960,4,15,16,39,14,9,36,1,5,7,31,30,5,11,3
OTU_1961,9,8,0,7,4,4,0,7,1,1,3,6,0,5,3
OTU_1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1965,0,0,1,1,1,0,0,1,0,2,2,1,0,4,1
OTU_1966,0,3,0,1,2,1,0,5,2,2,5,1,0,2,0
OTU_1967,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
OTU_1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OTU_1970,0,0,0,2,3,0,0,2,1,1,2,1,0,0,0
OTU_1971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1972,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1974,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
OTU_1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1977,1,3,0,3,0,0,1,0,0,0,4,0,1,2,0
OTU_1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_198,0,0,0,0,0,1,0,0,2,6,1,3,1,0,2
OTU_1980,2,0,1,1,3,0,0,0,5,0,0,0,1,1,0
OTU_1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1984,1,10,0,0,1,1,0,0,0,0,2,1,1,0,0
OTU_1985,2,46,0,1,1,1,9,0,2,4,8,1,2,14,9
OTU_1987,0,0,0,0,0,3,1,0,1,0,13,0,4,0,11
OTU_1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_199,0,1,0,0,0,2,1,0,0,2,0,0,0,0,1
OTU_1990,6,1,11,0,20,2,0,0,0,0,0,7,1,0,1
OTU_1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1993,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
OTU_1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1996,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0
OTU_1997,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1998,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0
OTU_1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2,20,23,7,43,20,32,24,162,11,4,6,4,18,5,3
OTU_20,1,1,0,3,0,1,0,1,0,1,0,13,3,2,0
OTU_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2001,0,0,1,2,0,1,0,4,0,2,1,1,0,0,0
OTU_2002,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
OTU_2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2004,53,61,60,118,42,45,99,76,44,48,83,64,10,139,55
OTU_2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2010,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
OTU_2011,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2013,4,24,44,21,5,10,8,12,5,8,22,31,8,24,15
OTU_2014,29,21,45,33,22,11,118,76,46,25,40,28,11,51,27
OTU_2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2017,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_2018,0,0,1,1,0,0,2,2,4,2,0,0,0,0,1
OTU_2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_202,2,0,0,1,0,1,0,1,0,0,1,1,0,0,0
OTU_2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2022,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_2023,8,25,27,7,3,8,14,11,26,38,21,3,1,25,67
OTU_2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2025,1,4,0,9,2,4,17,19,3,2,0,3,3,9,1
OTU_2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2028,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
OTU_2029,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2
OTU_2030,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2034,0,1,0,0,0,0,1,1,1,1,2,0,1,0,2
OTU_2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2036,9,7,8,13,12,7,3,102,4,11,2,5,9,7,17
OTU_2037,10,14,218,15,11,15,21,5,8,21,20,7,8,12,6
OTU_2038,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2039,0,0,0,0,1,0,0,0,1,1,1,0,36,0,0
OTU_204,0,0,0,0,0,0,0,0,3,5,3,2,1,2,1
OTU_2040,5,10,10,0,0,2,2,7,0,41,0,0,1,3,1
OTU_2041,0,1,0,3,0,0,10,0,0,14,0,0,17,4,0
OTU_2042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2044,0,0,0,2,0,1,4,4,0,1,0,0,0,0,2
OTU_2045,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0
OTU_2046,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
OTU_2047,13,0,4,0,1,1,0,0,5,0,2,0,4,0,0
OTU_2048,1,2,3,0,2,0,1,1,3,3,5,1,2,0,0
OTU_2049,0,0,1,3,0,1,1,0,2,3,3,0,3,5,2
OTU_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
OTU_2051,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0
OTU_2052,0,1,1,2,0,0,0,0,5,1,0,0,1,0,0
OTU_2053,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2055,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OTU_2056,2,2,6,3,7,6,2,8,2,10,4,11,6,14,2
OTU_2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2058,2,2,2,1,0,3,2,4,2,2,0,3,2,0,1
OTU_2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_206,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU_2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2062,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
OTU_2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2067,16,18,30,7,14,27,8,21,3,24,7,48,11,15,5
OTU_2068,17,8,6,5,12,8,56,13,5,12,0,5,16,3,14
OTU_2069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2071,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
OTU_2072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2073,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
